epoch;accuracy;loss;val_accuracy;val_loss
0;0.6748306155204773;1.127750277519226;0.5833333134651184;0.728165328502655
1;0.8191766738891602;0.5052483677864075;0.5833333134651184;1.0232205390930176
2;0.8952579498291016;0.2794593274593353;0.5833333134651184;1.7260334491729736
3;0.9270453453063965;0.21366122364997864;0.5833333134651184;2.304006338119507
4;0.9280875325202942;0.19064252078533173;0.543749988079071;1.422972559928894
5;0.954663872718811;0.13263191282749176;0.5874999761581421;1.2507902383804321
6;0.9525794386863708;0.19513797760009766;0.7020833492279053;0.8463099002838135
7;0.9635226726531982;0.10682644695043564;0.8187500238418579;0.6206580400466919
8;0.9734236598014832;0.11190035939216614;0.8125;1.0473313331604004
9;0.9739447832107544;0.08085892349481583;0.887499988079071;0.4715745151042938
10;0.9770714044570923;0.08005968481302261;0.9416666626930237;0.20625904202461243
11;0.9874935150146484;0.046837419271469116;0.9666666388511658;0.1701078712940216
12;0.9760291576385498;0.0919552743434906;0.9624999761581421;0.1745128184556961
13;0.986451268196106;0.04663461074233055;0.9708333611488342;0.09104360640048981
14;0.9885357022285461;0.04394659772515297;0.8854166865348816;0.5951120853424072
15;0.9911412000656128;0.03083222731947899;0.9666666388511658;0.10672945529222488
16;0.9859301447868347;0.046646635979413986;0.9583333134651184;0.1468789428472519
17;0.9900990128517151;0.027032185345888138;0.9791666865348816;0.05903299152851105
18;0.993225634098053;0.022106489166617393;0.9708333611488342;0.08888347446918488
19;0.9921834468841553;0.02926040068268776;0.9791666865348816;0.09255333244800568
20;0.991662323474884;0.04184121638536453;0.987500011920929;0.05418454110622406
21;0.9880145788192749;0.04038923978805542;0.9895833134651184;0.03667028248310089
22;0.9973945021629333;0.009479363448917866;0.981249988079071;0.05182918533682823
23;0.9942678213119507;0.014479352161288261;0.9895833134651184;0.037813492119312286
24;0.9900990128517151;0.03813578933477402;0.9895833134651184;0.03679709509015083
