epoch;accuracy;loss;val_accuracy;val_loss
0;0.7123501896858215;1.099851369857788;0.5833333134651184;0.8531578183174133
1;0.8264721035957336;0.49335479736328125;0.5833333134651184;1.0600358247756958
2;0.8566961884498596;0.4274025857448578;0.5833333134651184;3.1976253986358643
3;0.9009901285171509;0.2847433090209961;0.5833333134651184;3.299877882003784
4;0.9239187240600586;0.2499803751707077;0.4166666567325592;2.0402626991271973
5;0.9332985877990723;0.18970999121665955;0.45625001192092896;3.127781391143799
6;0.9484106302261353;0.16829505562782288;0.7354166507720947;0.7250648736953735
7;0.949452817440033;0.14347395300865173;0.6479166746139526;2.1974425315856934
8;0.95622718334198;0.1252780556678772;0.6479166746139526;3.449772357940674
9;0.9676914811134338;0.08785819262266159;0.7875000238418579;2.0743424892425537
10;0.971339225769043;0.07779546827077866;0.8520833253860474;1.404439091682434
11;0.9807191491127014;0.06712425500154495;0.7770833373069763;6.838705062866211
12;0.9635226726531982;0.10319546610116959;0.8770833611488342;1.1822412014007568
13;0.9812402129173279;0.05590180680155754;0.9583333134651184;0.37498706579208374
14;0.97811359167099;0.07394053041934967;0.96875;0.27407658100128174
15;0.9854090809822083;0.04645323008298874;0.90625;0.3845776617527008
16;0.9880145788192749;0.046751707792282104;0.981249988079071;0.08207491785287857
17;0.9869723916053772;0.04593498259782791;0.9854166507720947;0.0501687191426754
18;0.984887957572937;0.05488161742687225;0.9833333492279053;0.15873388946056366
19;0.9880145788192749;0.03531183302402496;0.9416666626930237;0.4089944064617157
20;0.986451268196106;0.03494152054190636;0.9750000238418579;0.09695503860712051
21;0.991662323474884;0.030611108988523483;0.9729166626930237;0.11247841268777847
22;0.9927045106887817;0.02694758214056492;0.90625;0.9962697625160217
23;0.993225634098053;0.02990061044692993;0.9854166507720947;0.03617112338542938
24;0.9953100681304932;0.01685583032667637;0.9833333492279053;0.09578622132539749
