epoch;accuracy;loss;val_accuracy;val_loss
0;0.6675351858139038;1.0180981159210205;0.5833333134651184;0.7425152063369751
1;0.7748827338218689;0.5655156970024109;0.5833333134651184;0.6890848875045776
2;0.8639916777610779;0.3339115381240845;0.4270833432674408;0.7415750622749329
3;0.9129754900932312;0.22306367754936218;0.543749988079071;0.6806596517562866
4;0.9306930899620056;0.18600618839263916;0.44583332538604736;1.4933851957321167
5;0.9525794386863708;0.13034158945083618;0.71875;0.6588038206100464
6;0.9510161280632019;0.12219195812940598;0.7208333611488342;0.9154003262519836
7;0.969775915145874;0.09031840413808823;0.7645833492279053;0.8430518507957458
8;0.9609171152114868;0.11053621023893356;0.6083333492279053;2.5929789543151855
9;0.9755080938339233;0.0797048807144165;0.78125;0.803086519241333
10;0.9676914811134338;0.10098952054977417;0.793749988079071;0.7579160928726196
11;0.9718603491783142;0.0744454637169838;0.9479166865348816;0.14608950912952423
12;0.9843668341636658;0.04225585609674454;0.9604166746139526;0.10058742016553879
13;0.9890568256378174;0.03831147029995918;0.9270833134651184;0.20873065292835236
14;0.9739447832107544;0.06855309754610062;0.8916666507720947;0.4119771420955658
15;0.9807191491127014;0.05105850100517273;0.9791666865348816;0.076927550137043
16;0.9885357022285461;0.03378508239984512;0.981249988079071;0.044557224959135056
17;0.9900990128517151;0.030409807339310646;0.9833333492279053;0.05065078288316727
18;0.9906201362609863;0.025474349036812782;0.9645833373069763;0.09159016609191895
19;0.9906201362609863;0.033635977655649185;0.981249988079071;0.06547163426876068
20;0.9921834468841553;0.0174473337829113;0.9916666746139526;0.026447759941220284
21;0.9958311915397644;0.01158993225544691;0.9833333492279053;0.042538803070783615
22;0.993225634098053;0.021311091259121895;0.96875;0.14124992489814758
23;0.9890568256378174;0.02777627855539322;0.9750000238418579;0.08581715077161789
24;0.9895778894424438;0.03256747126579285;0.9770833253860474;0.05081712082028389
