epoch;accuracy;loss;val_accuracy;val_loss
0;0.6895833611488342;0.9494799971580505;0.5824634432792664;0.6891293525695801
1;0.7994791865348816;0.5062537789344788;0.5824634432792664;0.9729487895965576
2;0.8739583492279053;0.30209508538246155;0.5824634432792664;1.058189034461975
3;0.9088541865348816;0.2687680125236511;0.7014613747596741;0.5727843642234802
4;0.948437511920929;0.14558038115501404;0.6931106448173523;0.7403154373168945
5;0.9604166746139526;0.12198841571807861;0.7244259119033813;0.7143139243125916
6;0.9546874761581421;0.13621798157691956;0.6931106448173523;1.251239538192749
7;0.9697916507720947;0.09460899233818054;0.6826722621917725;1.300047755241394
8;0.971875011920929;0.06446507573127747;0.7828810214996338;1.03660249710083
9;0.9723958373069763;0.08262111991643906;0.8225469589233398;0.8569244742393494
10;0.9619791507720947;0.10394017398357391;0.8455114960670471;0.7599979639053345
11;0.9770833253860474;0.07179529964923859;0.9352818131446838;0.22410088777542114
12;0.9833333492279053;0.04823752120137215;0.9561586380004883;0.13700474798679352
13;0.9859374761581421;0.032251566648483276;0.9728600978851318;0.14357595145702362
14;0.9942708611488342;0.021372569724917412;0.9728600978851318;0.07272867858409882
15;0.9776041507720947;0.06121683493256569;0.9436325430870056;0.28255948424339294
16;0.9906250238418579;0.035061314702034;0.9728600978851318;0.07942010462284088
17;0.979687511920929;0.05499596148729324;0.9645093679428101;0.11768494546413422
18;0.9864583611488342;0.03960244357585907;0.962421715259552;0.1706620156764984
19;0.9932291507720947;0.017140312120318413;0.9645093679428101;0.09844081103801727
20;0.9963541626930237;0.011181901209056377;0.9728600978851318;0.11691561341285706
21;0.9869791865348816;0.03692876547574997;0.9394571781158447;0.25131624937057495
22;0.9869791865348816;0.03836726397275925;0.9352818131446838;0.18106231093406677
23;0.9817708134651184;0.0484393872320652;0.9812108278274536;0.053518425673246384
24;0.987500011920929;0.03572575002908707;0.9812108278274536;0.04762711003422737
