epoch;accuracy;loss;val_accuracy;val_loss
0;0.6505895256996155;1.183156132698059;0.4357142746448517;0.8866130113601685
1;0.8174347877502441;0.5909959077835083;0.5600000023841858;0.7587259411811829
2;0.8770989775657654;0.3954383432865143;0.49000000953674316;1.1616525650024414
3;0.9081814885139465;0.29404962062835693;0.44999998807907104;2.4723124504089355
4;0.929617702960968;0.2571689784526825;0.5785714387893677;2.006054401397705
5;0.9499821066856384;0.17265717685222626;0.5828571319580078;2.496212959289551
6;0.9578421115875244;0.11837656050920486;0.7542856931686401;1.1648353338241577
7;0.9603430032730103;0.11910001933574677;0.9557142853736877;0.12706083059310913
8;0.9639157056808472;0.09731371700763702;0.9642857313156128;0.10332319885492325
9;0.9732047319412231;0.07399873435497284;0.9528571367263794;0.1454022079706192
10;0.9835655689239502;0.03980216011404991;0.9599999785423279;0.17750737071037292
11;0.9785637855529785;0.07496268302202225;0.7871428728103638;4.395108699798584
12;0.9878528118133545;0.0402541346848011;0.9785714149475098;0.10208503901958466
13;0.9878528118133545;0.038529109209775925;0.9300000071525574;0.3216853141784668
14;0.9853519201278687;0.059378549456596375;0.949999988079071;0.20800575613975525
15;0.9917827844619751;0.023384934291243553;0.9928571581840515;0.03077174536883831
16;0.9885673522949219;0.03285825252532959;0.991428554058075;0.029218154028058052
17;0.9957127571105957;0.016432978212833405;0.991428554058075;0.03289114311337471
18;0.9885673522949219;0.03624434024095535;0.9928571581840515;0.017523083835840225
19;0.9946409463882446;0.017162544652819633;0.9228571653366089;0.4102604389190674
20;0.9935691356658936;0.01939290761947632;0.9685714244842529;0.13430851697921753
21;0.9917827844619751;0.025587689131498337;0.9885714054107666;0.05063505470752716
22;0.9960700273513794;0.014686547219753265;0.9814285635948181;0.047563374042510986
23;0.9957127571105957;0.013096880167722702;0.9928571581840515;0.018591133877635002
24;0.9978563785552979;0.007660397328436375;0.9814285635948181;0.12073834985494614
