epoch;accuracy;loss;val_accuracy;val_loss
0;0.6895319819450378;1.0171536207199097;0.43714284896850586;1.1876220703125
1;0.8335119485855103;0.563200831413269;0.43714284896850586;1.7613462209701538
2;0.8738835453987122;0.433869332075119;0.43714284896850586;4.639370918273926
3;0.9214004874229431;0.2552783489227295;0.38285714387893677;1.4861574172973633
4;0.9406930804252625;0.1735495924949646;0.7071428298950195;1.517939805984497
5;0.9424794316291809;0.14847929775714874;0.7799999713897705;0.8822854161262512
6;0.960700273513794;0.10795780271291733;0.7742857336997986;1.1249232292175293
7;0.9624866247177124;0.09405625611543655;0.8999999761581421;0.5044806003570557
8;0.981421947479248;0.05066615343093872;0.9457142949104309;0.19257594645023346
9;0.9764201641082764;0.07951033115386963;0.8585714101791382;1.4315205812454224
10;0.980350136756897;0.05978621542453766;0.868571400642395;1.490095615386963
11;0.9899964332580566;0.03965606540441513;0.9828571677207947;0.15085656940937042
12;0.9846373796463013;0.038722533732652664;0.9842857122421265;0.03934026509523392
13;0.9878528118133545;0.035557717084884644;0.9085714221000671;0.40452343225479126
14;0.9889246225357056;0.04014516994357109;0.9857142567634583;0.04602246358990669
15;0.9892818927764893;0.03705133497714996;0.8785714507102966;0.5690559148788452
16;0.9932118654251099;0.029023906216025352;0.9728571176528931;0.06406945735216141
17;0.9957127571105957;0.014628949575126171;0.991428554058075;0.03323562443256378
18;0.9914255142211914;0.02437647245824337;0.9742857217788696;0.0830252543091774
19;0.9964272975921631;0.013677195645868778;0.9785714149475098;0.04805060103535652
20;0.9921400547027588;0.03569294139742851;0.9928571581840515;0.020668666809797287
21;0.9957127571105957;0.011199365369975567;0.9442856907844543;0.14874640107154846
22;0.9942836761474609;0.019005516543984413;0.954285740852356;0.18709635734558105
23;0.9957127571105957;0.013540246523916721;0.991428554058075;0.01785755343735218
24;0.9932118654251099;0.016777239739894867;0.9714285731315613;0.09663089364767075
