epoch;accuracy;loss;val_accuracy;val_loss
0;0.6498749256134033;0.9520098567008972;0.43714284896850586;0.9016249179840088
1;0.8099321126937866;0.5480292439460754;0.43714284896850586;0.9510671496391296
2;0.8681672215461731;0.39255422353744507;0.43714284896850586;1.9738988876342773
3;0.9128260016441345;0.2537540793418884;0.4928571283817291;1.0120792388916016
4;0.9424794316291809;0.152354434132576;0.6828571557998657;0.9540061950683594
5;0.9496248364448547;0.14229018986225128;0.7685714364051819;0.5696013569831848
6;0.9635584354400635;0.09981024265289307;0.7785714268684387;0.8032616376876831
7;0.9496248364448547;0.14040042459964752;0.8199999928474426;0.6482476592063904
8;0.9657020568847656;0.09684360027313232;0.9342857003211975;0.23348230123519897
9;0.9785637855529785;0.06409084796905518;0.9442856907844543;0.17723095417022705
10;0.9678456783294678;0.10351110249757767;0.954285740852356;0.15521056950092316
11;0.9742765426635742;0.06580570340156555;0.9328571557998657;0.25471392273902893
12;0.9789210557937622;0.05233972519636154;0.9485714435577393;0.17256732285022736
13;0.9832082986831665;0.05318082123994827;0.9671428799629211;0.12079999595880508
14;0.9796355962753296;0.04837530478835106;0.9614285826683044;0.14818412065505981
15;0.9889246225357056;0.03725437819957733;0.9714285731315613;0.11387340724468231
16;0.9871382713317871;0.03728318586945534;0.9657142758369446;0.13217119872570038
17;0.9842801094055176;0.04129282385110855;0.9314285516738892;0.2570776343345642
18;0.9914255142211914;0.03149368613958359;0.9728571176528931;0.14663061499595642
19;0.9853519201278687;0.04784228280186653;0.9785714149475098;0.1110677644610405
20;0.9889246225357056;0.02756921947002411;0.9685714244842529;0.1339123249053955
21;0.9821364879608154;0.050478365272283554;0.9100000262260437;0.3765474259853363
22;0.9874955415725708;0.029986701905727386;0.9885714054107666;0.08097737282514572
23;0.9889246225357056;0.03898142650723457;0.9757142663002014;0.099399633705616
24;0.986066460609436;0.03189748153090477;0.9700000286102295;0.10708745568990707
