epoch;accuracy;loss;val_accuracy;val_loss
0;0.6670239567756653;0.9206131100654602;0.4357142746448517;0.7225318551063538
1;0.8170775175094604;0.4873494803905487;0.5414285659790039;0.6788609027862549
2;0.8778135180473328;0.3499903678894043;0.4399999976158142;1.333046555519104
3;0.9210432171821594;0.2344224750995636;0.4657142758369446;1.9686743021011353
4;0.9381921887397766;0.17890073359012604;0.5371428728103638;1.7909976243972778
5;0.9431939721107483;0.16837078332901;0.7085714340209961;0.9434256553649902
6;0.9456948637962341;0.15445509552955627;0.7842857241630554;0.5577500462532043
7;0.9674884080886841;0.09801793843507767;0.895714282989502;0.295502245426178
8;0.9603430032730103;0.10172877460718155;0.9642857313156128;0.0944245234131813
9;0.9735620021820068;0.07942228764295578;0.9700000286102295;0.08513520658016205
10;0.9660593271255493;0.09125849604606628;0.9614285826683044;0.1149187982082367
11;0.9810646772384644;0.05394328758120537;0.9700000286102295;0.07179850339889526
12;0.980350136756897;0.05201403424143791;0.9871428608894348;0.06291291117668152
13;0.9703465700149536;0.07828650623559952;0.9485714435577393;0.15038800239562988
14;0.975705623626709;0.070467010140419;0.918571412563324;0.29600438475608826
15;0.9842801094055176;0.04015085846185684;0.9757142663002014;0.10167859494686127
16;0.9864237308502197;0.03310927748680115;0.9757142663002014;0.08012896776199341
17;0.9882100820541382;0.03132801130414009;0.9571428298950195;0.12669910490512848
18;0.9864237308502197;0.03832227736711502;0.9942857027053833;0.035727061331272125
19;0.9914255142211914;0.026870081201195717;0.991428554058075;0.024261964485049248
20;0.9839228391647339;0.042527683079242706;0.9842857122421265;0.04698728770017624
21;0.9939264059066772;0.014883874915540218;0.991428554058075;0.02622762694954872
22;0.986066460609436;0.04138554260134697;0.9857142567634583;0.06889422237873077
23;0.9839228391647339;0.06019756942987442;0.9700000286102295;0.08648867905139923
24;0.9792783260345459;0.05887933820486069;0.9928571581840515;0.024507544934749603
