epoch;accuracy;loss;val_accuracy;val_loss
0;0.664642870426178;0.9131522178649902;0.4363376200199127;0.7184685468673706
1;0.824999988079071;0.547100305557251;0.5636623501777649;0.8554901480674744
2;0.8914285898208618;0.3697793185710907;0.41487839818000793;0.9487071633338928
3;0.9278571605682373;0.24424579739570618;0.38054361939430237;1.3294763565063477
4;0.9432142972946167;0.18050487339496613;0.5937052965164185;1.0202257633209229
5;0.9521428346633911;0.14232097566127777;0.7424892783164978;0.9775559902191162
6;0.9410714507102966;0.21719874441623688;0.8655221462249756;0.35679638385772705
7;0.9660714268684387;0.0984315350651741;0.9585121870040894;0.12052471935749054
8;0.9796428680419922;0.06821214407682419;0.9756795167922974;0.078820139169693
9;0.9764285683631897;0.07554378360509872;0.9642346501350403;0.10825366526842117
10;0.9735714197158813;0.07593356817960739;0.9284692406654358;0.23529939353466034
11;0.9682142734527588;0.08637429028749466;0.9356223344802856;0.22423072159290314
12;0.9853571653366089;0.04610016942024231;0.9899857044219971;0.04047900810837746
13;0.9835714101791382;0.044542569667100906;0.9513590931892395;0.13755269348621368
14;0.9828571677207947;0.058188557624816895;0.8383404612541199;0.7651620507240295
15;0.9867857098579407;0.043600402772426605;0.9699570536613464;0.08517575263977051
16;0.987500011920929;0.03171563893556595;0.9756795167922974;0.09656109660863876
17;0.9782142639160156;0.0628487765789032;0.9699570536613464;0.10091176629066467
18;0.9864285588264465;0.04050026088953018;0.9771101474761963;0.07577981054782867
19;0.9907143115997314;0.02869446389377117;0.9856938719749451;0.04393767565488815
20;0.9910714030265808;0.023544594645500183;0.9713876843452454;0.08912337571382523
21;0.9907143115997314;0.02855251356959343;0.9785407781600952;0.07545825093984604
22;0.9910714030265808;0.02111516334116459;0.9828326106071472;0.059719718992710114
23;0.9925000071525574;0.023170549422502518;0.9370529055595398;0.1923985481262207
24;0.9821428656578064;0.04932427033782005;0.9871244430541992;0.050962455570697784
